fare_id,destination_id,origin_id
M_2,457_MEK_METRO,137_GHM_METRO
M_1,69_NAG_METRO,137_GHM_METRO
M_1,361_BHO_METRO,137_GHM_METRO
M_2,324_ZER_METRO,137_GHM_METRO
M_1,157_STR_METRO,137_GHM_METRO
M_2,457_GIZ_METRO,137_GHM_METRO
M_2,326_SHB_METRO,137_GHM_METRO
M_2,192_KBN_METRO,137_GHM_METRO
M_1,77_BSH_METRO,137_GHM_METRO
M_1,208_FZO_METRO,137_GHM_METRO
M_1,163_ABB_METRO,137_GHM_METRO
M_1,118_GES_METRO,137_GHM_METRO
M_1,161_ABB_METRO,137_GHM_METRO
M_2,214_AHR_METRO,137_GHM_METRO
M_1,190_STA_METRO,137_GHM_METRO
M_1,23_SMA_METRO,23_MAD_METRO
M_2,159_DMD_METRO,23_MAD_METRO
M_2,98_ORA_METRO,23_MAD_METRO
M_2,137_GHM_METRO,23_MAD_METRO
M_2,180_KQO_METRO,23_MAD_METRO
M_1,246_DAR_METRO,23_MAD_METRO
M_3,232_NKH_METRO,23_MAD_METRO
M_1,26_KZK_METRO,23_MAD_METRO
M_1,47_ZEI_Metro,23_MAD_METRO
M_3,251_NMR_METRO,23_MAD_METRO
M_1,32_MSH_Metro,23_MAD_METRO
M_1,246_HMA_METRO,23_MAD_METRO
M_2,160_MSD_METRO,23_MAD_METRO
M_3,180_SQO_METRO,23_MAD_METRO
M_1,28_TBA_METRO,23_MAD_METRO
M_3,251_MRG_METRO,23_MAD_METRO
M_2,10_AHL_METRO,23_MAD_METRO
M_3,223_HZT_METRO,23_MAD_METRO
M_1,14_HHL_METRO,23_MAD_METRO
M_1,52_SZA_Metro,23_MAD_METRO
M_2,87_NAS_METRO,23_MAD_METRO
M_2,10_UHL_METRO,23_MAD_METRO
M_1,31_ZAH_Metro,23_MAD_METRO
M_3,223_MAT_METRO,23_MAD_METRO
M_2,7_MAA_METRO,23_MAD_METRO
M_3,180_HQO_METRO,23_MAD_METRO
M_2,10_HLW_METRO,23_MAD_METRO
M_1,86_SAD_METRO,23_MAD_METRO
M_1,34_MGR_METRO,23_MAD_METRO
M_2,100_SHO_METRO,23_MAD_METRO
M_3,226_AIN_METRO,23_MAD_METRO
M_1,27_TAS_METRO,23_MAD_METRO
M_2,14_HOF_METRO,23_MAD_METRO
M_3,178_DZT_METRO,23_MAD_METRO
M_2,81_ATT_METRO,23_MAD_METRO
M_2,369_FAS_METRO,23_MAD_METRO
M_2,144_MSA_METRO,23_MAD_METRO
M_2,370_CUN_METRO,23_MAD_METRO
M_2,153_RFG_METRO,23_MAD_METRO
M_2,157_KHL_METRO,23_MAD_METRO
M_2,457_OMS_METRO,23_MAD_METRO
M_3,263_MON_METRO,23_MAD_METRO
M_2,361_DOK_METRO,23_MAD_METRO
M_2,237_OPR_METRO,23_MAD_METRO
M_3,326_SHB_METRO,23_MAD_METRO
M_2,157_STR_METRO,23_MAD_METRO
M_3,457_MEK_METRO,23_MAD_METRO
M_3,158_MZL_METRO,23_MAD_METRO
M_2,69_NAG_METRO,23_MAD_METRO
M_3,324_ZER_METRO,23_MAD_METRO
M_2,457_GIZ_METRO,23_MAD_METRO
M_2,361_BHO_METRO,23_MAD_METRO
M_2,77_BSH_METRO,23_MAD_METRO
M_2,118_GES_METRO,23_MAD_METRO
M_2,161_ABB_METRO,23_MAD_METRO
M_3,214_AHR_METRO,23_MAD_METRO
M_2,163_ABB_METRO,23_MAD_METRO
M_3,190_STA_METRO,23_MAD_METRO
M_3,192_KBN_METRO,23_MAD_METRO
M_2,208_FZO_METRO,23_MAD_METRO
M_1,23_MAD_METRO,23_SMA_METRO
M_2,159_DMD_METRO,23_SMA_METRO
M_2,98_ORA_METRO,23_SMA_METRO
M_2,137_GHM_METRO,23_SMA_METRO
M_3,180_KQO_METRO,23_SMA_METRO
M_1,246_DAR_METRO,23_SMA_METRO
M_3,232_NKH_METRO,23_SMA_METRO
M_1,26_KZK_METRO,23_SMA_METRO
M_1,47_ZEI_Metro,23_SMA_METRO
M_3,251_NMR_METRO,23_SMA_METRO
M_1,32_MSH_Metro,23_SMA_METRO
M_1,246_HMA_METRO,23_SMA_METRO
M_2,160_MSD_METRO,23_SMA_METRO
M_3,180_SQO_METRO,23_SMA_METRO
M_1,28_TBA_METRO,23_SMA_METRO
M_3,251_MRG_METRO,23_SMA_METRO
M_1,10_AHL_METRO,23_SMA_METRO
M_3,223_HZT_METRO,23_SMA_METRO
M_1,14_HHL_METRO,23_SMA_METRO
M_1,52_SZA_Metro,23_SMA_METRO
M_2,87_NAS_METRO,23_SMA_METRO
M_1,10_UHL_METRO,23_SMA_METRO
M_1,31_ZAH_Metro,23_SMA_METRO
M_3,223_MAT_METRO,23_SMA_METRO
M_1,7_MAA_METRO,23_SMA_METRO
M_3,180_HQO_METRO,23_SMA_METRO
M_2,10_HLW_METRO,23_SMA_METRO
M_2,86_SAD_METRO,23_SMA_METRO
M_1,34_MGR_METRO,23_SMA_METRO
M_2,100_SHO_METRO,23_SMA_METRO
M_3,226_AIN_METRO,23_SMA_METRO
M_1,27_TAS_METRO,23_SMA_METRO
M_1,14_HOF_METRO,23_SMA_METRO
M_3,178_DZT_METRO,23_SMA_METRO
M_2,81_ATT_METRO,23_SMA_METRO
M_3,369_FAS_METRO,23_SMA_METRO
M_2,144_MSA_METRO,23_SMA_METRO
M_2,370_CUN_METRO,23_SMA_METRO
M_2,153_RFG_METRO,23_SMA_METRO
M_3,157_KHL_METRO,23_SMA_METRO
M_3,457_OMS_METRO,23_SMA_METRO
M_3,263_MON_METRO,23_SMA_METRO
M_2,361_DOK_METRO,23_SMA_METRO
M_2,237_OPR_METRO,23_SMA_METRO
M_3,326_SHB_METRO,23_SMA_METRO
M_2,157_STR_METRO,23_SMA_METRO
M_3,457_MEK_METRO,23_SMA_METRO
M_3,158_MZL_METRO,23_SMA_METRO
M_2,69_NAG_METRO,23_SMA_METRO
M_3,324_ZER_METRO,23_SMA_METRO
M_2,457_GIZ_METRO,23_SMA_METRO
M_2,361_BHO_METRO,23_SMA_METRO
M_2,77_BSH_METRO,23_SMA_METRO
M_2,118_GES_METRO,23_SMA_METRO
M_2,161_ABB_METRO,23_SMA_METRO
M_3,214_AHR_METRO,23_SMA_METRO
M_2,163_ABB_METRO,23_SMA_METRO
M_3,190_STA_METRO,23_SMA_METRO
M_3,192_KBN_METRO,23_SMA_METRO
M_3,208_FZO_METRO,23_SMA_METRO
M_2,23_MAD_METRO,159_DMD_METRO
M_2,23_SMA_METRO,159_DMD_METRO
M_1,98_ORA_METRO,159_DMD_METRO
M_1,137_GHM_METRO,159_DMD_METRO
M_1,180_KQO_METRO,159_DMD_METRO
M_2,246_DAR_METRO,159_DMD_METRO
M_2,232_NKH_METRO,159_DMD_METRO
M_3,26_KZK_METRO,159_DMD_METRO
M_1,47_ZEI_Metro,159_DMD_METRO
M_2,251_NMR_METRO,159_DMD_METRO
M_1,32_MSH_Metro,159_DMD_METRO
M_2,246_HMA_METRO,159_DMD_METRO
M_1,160_MSD_METRO,159_DMD_METRO
M_1,180_SQO_METRO,159_DMD_METRO
M_2,28_TBA_METRO,159_DMD_METRO
M_2,251_MRG_METRO,159_DMD_METRO
M_3,10_AHL_METRO,159_DMD_METRO
M_1,223_HZT_METRO,159_DMD_METRO
M_3,14_HHL_METRO,159_DMD_METRO
M_1,52_SZA_Metro,159_DMD_METRO
M_1,87_NAS_METRO,159_DMD_METRO
M_3,10_UHL_METRO,159_DMD_METRO
M_2,31_ZAH_Metro,159_DMD_METRO
M_1,223_MAT_METRO,159_DMD_METRO
M_3,7_MAA_METRO,159_DMD_METRO
M_1,180_HQO_METRO,159_DMD_METRO
M_3,10_HLW_METRO,159_DMD_METRO
M_1,86_SAD_METRO,159_DMD_METRO
M_2,34_MGR_METRO,159_DMD_METRO
M_1,100_SHO_METRO,159_DMD_METRO
M_1,226_AIN_METRO,159_DMD_METRO
M_3,27_TAS_METRO,159_DMD_METRO
M_3,14_HOF_METRO,159_DMD_METRO
M_1,178_DZT_METRO,159_DMD_METRO
M_1,81_ATT_METRO,159_DMD_METRO
M_2,369_FAS_METRO,159_DMD_METRO
M_1,144_MSA_METRO,159_DMD_METRO
M_2,370_CUN_METRO,159_DMD_METRO
M_1,153_RFG_METRO,159_DMD_METRO
M_1,157_KHL_METRO,159_DMD_METRO
M_2,457_OMS_METRO,159_DMD_METRO
M_2,263_MON_METRO,159_DMD_METRO
M_1,361_DOK_METRO,159_DMD_METRO
M_1,237_OPR_METRO,159_DMD_METRO
M_2,326_SHB_METRO,159_DMD_METRO
M_1,157_STR_METRO,159_DMD_METRO
M_2,457_MEK_METRO,159_DMD_METRO
M_1,158_MZL_METRO,159_DMD_METRO
M_1,69_NAG_METRO,159_DMD_METRO
M_1,324_ZER_METRO,159_DMD_METRO
M_2,457_GIZ_METRO,159_DMD_METRO
M_1,361_BHO_METRO,159_DMD_METRO
M_1,77_BSH_METRO,159_DMD_METRO
M_1,118_GES_METRO,159_DMD_METRO
M_1,161_ABB_METRO,159_DMD_METRO
M_2,214_AHR_METRO,159_DMD_METRO
M_1,163_ABB_METRO,159_DMD_METRO
M_2,190_STA_METRO,159_DMD_METRO
M_2,192_KBN_METRO,159_DMD_METRO
M_1,208_FZO_METRO,159_DMD_METRO
M_2,23_MAD_METRO,98_ORA_METRO
M_2,23_SMA_METRO,98_ORA_METRO
M_1,159_DMD_METRO,98_ORA_METRO
M_1,137_GHM_METRO,98_ORA_METRO
M_1,180_KQO_METRO,98_ORA_METRO
M_2,246_DAR_METRO,98_ORA_METRO
M_2,232_NKH_METRO,98_ORA_METRO
M_2,26_KZK_METRO,98_ORA_METRO
M_1,47_ZEI_Metro,98_ORA_METRO
M_2,251_NMR_METRO,98_ORA_METRO
M_1,32_MSH_Metro,98_ORA_METRO
M_2,246_HMA_METRO,98_ORA_METRO
M_1,160_MSD_METRO,98_ORA_METRO
M_1,180_SQO_METRO,98_ORA_METRO
M_2,28_TBA_METRO,98_ORA_METRO
M_2,251_MRG_METRO,98_ORA_METRO
M_3,10_AHL_METRO,98_ORA_METRO
M_2,223_HZT_METRO,98_ORA_METRO
M_3,14_HHL_METRO,98_ORA_METRO
M_1,52_SZA_Metro,98_ORA_METRO
M_1,87_NAS_METRO,98_ORA_METRO
M_3,10_UHL_METRO,98_ORA_METRO
M_1,31_ZAH_Metro,98_ORA_METRO
M_2,223_MAT_METRO,98_ORA_METRO
M_3,7_MAA_METRO,98_ORA_METRO
M_1,180_HQO_METRO,98_ORA_METRO
M_3,10_HLW_METRO,98_ORA_METRO
M_1,86_SAD_METRO,98_ORA_METRO
M_1,34_MGR_METRO,98_ORA_METRO
M_1,100_SHO_METRO,98_ORA_METRO
M_2,226_AIN_METRO,98_ORA_METRO
M_2,27_TAS_METRO,98_ORA_METRO
M_3,14_HOF_METRO,98_ORA_METRO
M_1,178_DZT_METRO,98_ORA_METRO
M_1,81_ATT_METRO,98_ORA_METRO
M_2,369_FAS_METRO,98_ORA_METRO
M_1,144_MSA_METRO,98_ORA_METRO
M_1,370_CUN_METRO,98_ORA_METRO
M_1,153_RFG_METRO,98_ORA_METRO
M_1,157_KHL_METRO,98_ORA_METRO
M_2,457_OMS_METRO,98_ORA_METRO
M_2,263_MON_METRO,98_ORA_METRO
M_1,361_DOK_METRO,98_ORA_METRO
M_1,237_OPR_METRO,98_ORA_METRO
M_1,326_SHB_METRO,98_ORA_METRO
M_1,157_STR_METRO,98_ORA_METRO
M_2,457_MEK_METRO,98_ORA_METRO
M_1,158_MZL_METRO,98_ORA_METRO
M_1,69_NAG_METRO,98_ORA_METRO
M_1,324_ZER_METRO,98_ORA_METRO
M_1,457_GIZ_METRO,98_ORA_METRO
M_1,361_BHO_METRO,98_ORA_METRO
M_1,77_BSH_METRO,98_ORA_METRO
M_1,118_GES_METRO,98_ORA_METRO
M_1,161_ABB_METRO,98_ORA_METRO
M_2,214_AHR_METRO,98_ORA_METRO
M_1,163_ABB_METRO,98_ORA_METRO
M_1,190_STA_METRO,98_ORA_METRO
M_2,192_KBN_METRO,98_ORA_METRO
M_1,208_FZO_METRO,98_ORA_METRO
M_1,137_GHM_METRO,86_SAD_METRO
M_2,23_SMA_METRO,86_SAD_METRO
M_1,159_DMD_METRO,86_SAD_METRO
M_1,246_DAR_METRO,86_SAD_METRO
M_3,10_HLW_METRO,86_SAD_METRO
M_1,98_ORA_METRO,86_SAD_METRO
M_2,223_MAT_METRO,86_SAD_METRO
M_2,180_KQO_METRO,86_SAD_METRO
M_3,232_NKH_METRO,86_SAD_METRO
M_3,251_NMR_METRO,86_SAD_METRO
M_2,223_HZT_METRO,86_SAD_METRO
M_1,32_MSH_Metro,86_SAD_METRO
M_2,26_KZK_METRO,86_SAD_METRO
M_1,47_ZEI_Metro,86_SAD_METRO
M_1,246_HMA_METRO,86_SAD_METRO
M_2,160_MSD_METRO,86_SAD_METRO
M_2,251_MRG_METRO,86_SAD_METRO
M_2,28_TBA_METRO,86_SAD_METRO
M_3,10_AHL_METRO,86_SAD_METRO
M_2,180_SQO_METRO,86_SAD_METRO
M_1,87_NAS_METRO,86_SAD_METRO
M_1,52_SZA_Metro,86_SAD_METRO
M_2,14_HHL_METRO,86_SAD_METRO
M_3,10_UHL_METRO,86_SAD_METRO
M_1,31_ZAH_Metro,86_SAD_METRO
M_2,14_HOF_METRO,86_SAD_METRO
M_1,180_HQO_METRO,86_SAD_METRO
M_2,27_TAS_METRO,86_SAD_METRO
M_2,7_MAA_METRO,86_SAD_METRO
M_2,226_AIN_METRO,86_SAD_METRO
M_1,23_MAD_METRO,86_SAD_METRO
M_1,100_SHO_METRO,86_SAD_METRO
M_1,34_MGR_METRO,86_SAD_METRO
M_2,178_DZT_METRO,86_SAD_METRO
M_1,370_CUN_METRO,86_SAD_METRO
M_1,369_FAS_METRO,86_SAD_METRO
M_1,144_MSA_METRO,86_SAD_METRO
M_1,157_KHL_METRO,86_SAD_METRO
M_1,81_ATT_METRO,86_SAD_METRO
M_2,263_MON_METRO,86_SAD_METRO
M_1,158_MZL_METRO,86_SAD_METRO
M_1,153_RFG_METRO,86_SAD_METRO
M_1,457_OMS_METRO,86_SAD_METRO
M_1,237_OPR_METRO,86_SAD_METRO
M_1,361_DOK_METRO,86_SAD_METRO
M_1,457_MEK_METRO,86_SAD_METRO
M_1,69_NAG_METRO,86_SAD_METRO
M_1,361_BHO_METRO,86_SAD_METRO
M_2,324_ZER_METRO,86_SAD_METRO
M_1,157_STR_METRO,86_SAD_METRO
M_1,457_GIZ_METRO,86_SAD_METRO
M_2,326_SHB_METRO,86_SAD_METRO
M_2,192_KBN_METRO,86_SAD_METRO
M_1,77_BSH_METRO,86_SAD_METRO
M_1,208_FZO_METRO,86_SAD_METRO
M_1,163_ABB_METRO,86_SAD_METRO
M_1,118_GES_METRO,86_SAD_METRO
M_1,161_ABB_METRO,86_SAD_METRO
M_2,214_AHR_METRO,86_SAD_METRO
M_1,190_STA_METRO,86_SAD_METRO
M_2,137_GHM_METRO,246_DAR_METRO
M_1,23_SMA_METRO,246_DAR_METRO
M_1,86_SAD_METRO,246_DAR_METRO
M_2,159_DMD_METRO,246_DAR_METRO
M_2,10_HLW_METRO,246_DAR_METRO
M_2,98_ORA_METRO,246_DAR_METRO
M_3,223_MAT_METRO,246_DAR_METRO
M_3,180_KQO_METRO,246_DAR_METRO
M_3,232_NKH_METRO,246_DAR_METRO
M_3,251_NMR_METRO,246_DAR_METRO
M_3,223_HZT_METRO,246_DAR_METRO
M_1,32_MSH_Metro,246_DAR_METRO
M_1,26_KZK_METRO,246_DAR_METRO
M_1,47_ZEI_Metro,246_DAR_METRO
M_1,246_HMA_METRO,246_DAR_METRO
M_3,160_MSD_METRO,246_DAR_METRO
M_3,251_MRG_METRO,246_DAR_METRO
M_1,28_TBA_METRO,246_DAR_METRO
M_2,10_AHL_METRO,246_DAR_METRO
M_3,180_SQO_METRO,246_DAR_METRO
M_2,87_NAS_METRO,246_DAR_METRO
M_1,52_SZA_Metro,246_DAR_METRO
M_1,14_HHL_METRO,246_DAR_METRO
M_2,10_UHL_METRO,246_DAR_METRO
M_1,31_ZAH_Metro,246_DAR_METRO
M_2,14_HOF_METRO,246_DAR_METRO
M_3,180_HQO_METRO,246_DAR_METRO
M_1,27_TAS_METRO,246_DAR_METRO
M_1,7_MAA_METRO,246_DAR_METRO
M_3,226_AIN_METRO,246_DAR_METRO
M_1,23_MAD_METRO,246_DAR_METRO
M_2,100_SHO_METRO,246_DAR_METRO
M_1,34_MGR_METRO,246_DAR_METRO
M_3,178_DZT_METRO,246_DAR_METRO
M_2,370_CUN_METRO,246_DAR_METRO
M_2,369_FAS_METRO,246_DAR_METRO
M_2,144_MSA_METRO,246_DAR_METRO
M_2,157_KHL_METRO,246_DAR_METRO
M_2,81_ATT_METRO,246_DAR_METRO
M_3,263_MON_METRO,246_DAR_METRO
M_3,158_MZL_METRO,246_DAR_METRO
M_2,153_RFG_METRO,246_DAR_METRO
M_2,457_OMS_METRO,246_DAR_METRO
M_2,237_OPR_METRO,246_DAR_METRO
M_2,361_DOK_METRO,246_DAR_METRO
M_3,457_MEK_METRO,246_DAR_METRO
M_2,69_NAG_METRO,246_DAR_METRO
M_2,361_BHO_METRO,246_DAR_METRO
M_3,324_ZER_METRO,246_DAR_METRO
M_2,157_STR_METRO,246_DAR_METRO
M_2,457_GIZ_METRO,246_DAR_METRO
M_3,326_SHB_METRO,246_DAR_METRO
M_3,192_KBN_METRO,246_DAR_METRO
M_2,77_BSH_METRO,246_DAR_METRO
M_2,208_FZO_METRO,246_DAR_METRO
M_2,163_ABB_METRO,246_DAR_METRO
M_2,118_GES_METRO,246_DAR_METRO
M_2,161_ABB_METRO,246_DAR_METRO
M_3,214_AHR_METRO,246_DAR_METRO
M_3,190_STA_METRO,246_DAR_METRO
M_3,137_GHM_METRO,10_HLW_METRO
M_2,23_SMA_METRO,10_HLW_METRO
M_3,86_SAD_METRO,10_HLW_METRO
M_3,159_DMD_METRO,10_HLW_METRO
M_2,246_DAR_METRO,10_HLW_METRO
M_3,98_ORA_METRO,10_HLW_METRO
M_3,223_MAT_METRO,10_HLW_METRO
M_3,180_KQO_METRO,10_HLW_METRO
M_3,232_NKH_METRO,10_HLW_METRO
M_3,251_NMR_METRO,10_HLW_METRO
M_3,223_HZT_METRO,10_HLW_METRO
M_3,32_MSH_Metro,10_HLW_METRO
M_1,26_KZK_METRO,10_HLW_METRO
M_3,47_ZEI_Metro,10_HLW_METRO
M_2,246_HMA_METRO,10_HLW_METRO
M_3,160_MSD_METRO,10_HLW_METRO
M_3,251_MRG_METRO,10_HLW_METRO
M_1,28_TBA_METRO,10_HLW_METRO
M_1,10_AHL_METRO,10_HLW_METRO
M_3,180_SQO_METRO,10_HLW_METRO
M_3,87_NAS_METRO,10_HLW_METRO
M_3,52_SZA_Metro,10_HLW_METRO
M_1,14_HHL_METRO,10_HLW_METRO
M_1,10_UHL_METRO,10_HLW_METRO
M_2,31_ZAH_Metro,10_HLW_METRO
M_1,14_HOF_METRO,10_HLW_METRO
M_3,180_HQO_METRO,10_HLW_METRO
M_1,27_TAS_METRO,10_HLW_METRO
M_1,7_MAA_METRO,10_HLW_METRO
M_3,226_AIN_METRO,10_HLW_METRO
M_2,23_MAD_METRO,10_HLW_METRO
M_3,100_SHO_METRO,10_HLW_METRO
M_2,34_MGR_METRO,10_HLW_METRO
M_3,178_DZT_METRO,10_HLW_METRO
M_3,370_CUN_METRO,10_HLW_METRO
M_3,369_FAS_METRO,10_HLW_METRO
M_3,144_MSA_METRO,10_HLW_METRO
M_3,157_KHL_METRO,10_HLW_METRO
M_3,81_ATT_METRO,10_HLW_METRO
M_3,263_MON_METRO,10_HLW_METRO
M_3,158_MZL_METRO,10_HLW_METRO
M_3,153_RFG_METRO,10_HLW_METRO
M_3,457_OMS_METRO,10_HLW_METRO
M_3,237_OPR_METRO,10_HLW_METRO
M_3,361_DOK_METRO,10_HLW_METRO
M_3,457_MEK_METRO,10_HLW_METRO
M_3,69_NAG_METRO,10_HLW_METRO
M_3,361_BHO_METRO,10_HLW_METRO
M_3,324_ZER_METRO,10_HLW_METRO
M_3,157_STR_METRO,10_HLW_METRO
M_3,457_GIZ_METRO,10_HLW_METRO
M_3,326_SHB_METRO,10_HLW_METRO
M_3,192_KBN_METRO,10_HLW_METRO
M_3,77_BSH_METRO,10_HLW_METRO
M_3,208_FZO_METRO,10_HLW_METRO
M_3,163_ABB_METRO,10_HLW_METRO
M_3,118_GES_METRO,10_HLW_METRO
M_3,161_ABB_METRO,10_HLW_METRO
M_3,214_AHR_METRO,10_HLW_METRO
M_3,190_STA_METRO,10_HLW_METRO
M_1,137_GHM_METRO,223_MAT_METRO
M_3,23_SMA_METRO,223_MAT_METRO
M_2,86_SAD_METRO,223_MAT_METRO
M_1,159_DMD_METRO,223_MAT_METRO
M_3,246_DAR_METRO,223_MAT_METRO
M_3,10_HLW_METRO,223_MAT_METRO
M_2,98_ORA_METRO,223_MAT_METRO
M_1,180_KQO_METRO,223_MAT_METRO
M_1,232_NKH_METRO,223_MAT_METRO
M_1,251_NMR_METRO,223_MAT_METRO
M_1,223_HZT_METRO,223_MAT_METRO
M_2,32_MSH_Metro,223_MAT_METRO
M_3,26_KZK_METRO,223_MAT_METRO
M_2,47_ZEI_Metro,223_MAT_METRO
M_3,246_HMA_METRO,223_MAT_METRO
M_1,160_MSD_METRO,223_MAT_METRO
M_1,251_MRG_METRO,223_MAT_METRO
M_3,28_TBA_METRO,223_MAT_METRO
M_3,10_AHL_METRO,223_MAT_METRO
M_1,180_SQO_METRO,223_MAT_METRO
M_2,87_NAS_METRO,223_MAT_METRO
M_2,52_SZA_Metro,223_MAT_METRO
M_3,14_HHL_METRO,223_MAT_METRO
M_3,10_UHL_METRO,223_MAT_METRO
M_3,31_ZAH_Metro,223_MAT_METRO
M_3,14_HOF_METRO,223_MAT_METRO
M_1,180_HQO_METRO,223_MAT_METRO
M_3,27_TAS_METRO,223_MAT_METRO
M_3,7_MAA_METRO,223_MAT_METRO
M_1,226_AIN_METRO,223_MAT_METRO
M_3,23_MAD_METRO,223_MAT_METRO
M_2,100_SHO_METRO,223_MAT_METRO
M_3,34_MGR_METRO,223_MAT_METRO
M_1,178_DZT_METRO,223_MAT_METRO
M_3,370_CUN_METRO,223_MAT_METRO
M_3,369_FAS_METRO,223_MAT_METRO
M_2,144_MSA_METRO,223_MAT_METRO
M_2,157_KHL_METRO,223_MAT_METRO
M_2,81_ATT_METRO,223_MAT_METRO
M_3,263_MON_METRO,223_MAT_METRO
M_2,158_MZL_METRO,223_MAT_METRO
M_2,153_RFG_METRO,223_MAT_METRO
M_3,457_OMS_METRO,223_MAT_METRO
M_2,237_OPR_METRO,223_MAT_METRO
M_2,361_DOK_METRO,223_MAT_METRO
M_3,457_MEK_METRO,223_MAT_METRO
M_2,69_NAG_METRO,223_MAT_METRO
M_2,361_BHO_METRO,223_MAT_METRO
M_3,324_ZER_METRO,223_MAT_METRO
M_2,157_STR_METRO,223_MAT_METRO
M_3,457_GIZ_METRO,223_MAT_METRO
M_3,326_SHB_METRO,223_MAT_METRO
M_2,192_KBN_METRO,223_MAT_METRO
M_2,77_BSH_METRO,223_MAT_METRO
M_2,208_FZO_METRO,223_MAT_METRO
M_2,163_ABB_METRO,223_MAT_METRO
M_2,118_GES_METRO,223_MAT_METRO
M_2,161_ABB_METRO,223_MAT_METRO
M_1,214_AHR_METRO,223_MAT_METRO
M_3,190_STA_METRO,223_MAT_METRO
M_3,23_MAD_METRO,180_KQO_METRO
M_3,23_SMA_METRO,180_KQO_METRO
M_1,159_DMD_METRO,180_KQO_METRO
M_1,98_ORA_METRO,180_KQO_METRO
M_1,137_GHM_METRO,180_KQO_METRO
M_3,246_DAR_METRO,180_KQO_METRO
M_1,232_NKH_METRO,180_KQO_METRO
M_3,26_KZK_METRO,180_KQO_METRO
M_2,47_ZEI_Metro,180_KQO_METRO
M_2,251_NMR_METRO,180_KQO_METRO
M_2,32_MSH_Metro,180_KQO_METRO
M_3,246_HMA_METRO,180_KQO_METRO
M_1,160_MSD_METRO,180_KQO_METRO
M_1,180_SQO_METRO,180_KQO_METRO
M_3,28_TBA_METRO,180_KQO_METRO
M_1,251_MRG_METRO,180_KQO_METRO
M_3,10_AHL_METRO,180_KQO_METRO
M_1,223_HZT_METRO,180_KQO_METRO
M_3,14_HHL_METRO,180_KQO_METRO
M_2,52_SZA_Metro,180_KQO_METRO
M_1,87_NAS_METRO,180_KQO_METRO
M_3,10_UHL_METRO,180_KQO_METRO
M_2,31_ZAH_Metro,180_KQO_METRO
M_1,223_MAT_METRO,180_KQO_METRO
M_3,7_MAA_METRO,180_KQO_METRO
M_1,180_HQO_METRO,180_KQO_METRO
M_3,10_HLW_METRO,180_KQO_METRO
M_2,86_SAD_METRO,180_KQO_METRO
M_2,34_MGR_METRO,180_KQO_METRO
M_1,100_SHO_METRO,180_KQO_METRO
M_1,226_AIN_METRO,180_KQO_METRO
M_3,27_TAS_METRO,180_KQO_METRO
M_3,14_HOF_METRO,180_KQO_METRO
M_1,178_DZT_METRO,180_KQO_METRO
M_1,81_ATT_METRO,180_KQO_METRO
M_3,369_FAS_METRO,180_KQO_METRO
M_1,144_MSA_METRO,180_KQO_METRO
M_2,370_CUN_METRO,180_KQO_METRO
M_1,153_RFG_METRO,180_KQO_METRO
M_2,157_KHL_METRO,180_KQO_METRO
M_3,457_OMS_METRO,180_KQO_METRO
M_3,263_MON_METRO,180_KQO_METRO
